0,2,0.739103626009029,0.306146745892072
0,2,0.565685424949238,0.565685424949238
0,2,0.306146745892072,0.739103626009029
0,2,4.89858719658941e-17,0.8
0,2,-0.306146745892072,0.739103626009029
0,2,-0.565685424949238,0.565685424949238
0,2,-0.739103626009029,0.306146745892072
0,2,-0.8,9.79717439317883e-17
0,2,-0.73910362600903,-0.306146745892072
0,2,-0.565685424949238,-0.565685424949238
0,2,-0.306146745892072,-0.739103626009029
0,2,-1.46957615897682e-16,-0.8
0,2,0.306146745892072,-0.739103626009029
0,2,0.565685424949238,-0.565685424949238
0,2,0.739103626009029,-0.306146745892072
0,2,0.8,-1.95943487863577e-16
1,2,0.75890698851045,0.328394594243789
1,2,0.584009536590087,0.582168318461478
1,2,0.298261695012173,0.770890672481601
1,2,0.00296074315734505,0.824428801968033
1,2,-0.310009630221885,0.761205355948662
1,2,-0.587828523593823,0.575693619178737
1,2,-0.744153119427621,0.307398820870595
1,2,-0.825141081205429,-0.0176331583828835
1,2,-0.756857931451202,-0.335315536138488
1,2,-0.579852266401355,-0.577985250084467
1,2,-0.310663101294259,-0.747916713622303
1,2,0.00980347970926775,-0.821381230420249
1,2,0.321071939944033,-0.745459412169371
1,2,0.594654730020708,-0.571641628523709
1,2,0.755294521191452,-0.311339470877185
1,2,0.821637325118147,0.0208981801034787
2,2,0.778156404127368,0.350543981726711
2,2,0.602085268063675,0.597865114060712
2,2,0.289950606027847,0.802206327022221
2,2,0.00658359619611669,0.848205223746185
2,2,-0.313697021717132,0.782649797808437
2,2,-0.609873692329766,0.584820184275824
2,2,-0.748680567065777,0.308698728718479
2,2,-0.849716234594168,-0.0345158542200078
2,2,-0.774117097437496,-0.36396693897685
2,2,-0.594049337342057,-0.58982104241575
2,2,-0.315113666921987,-0.756237570940544
2,2,0.0209358483881946,-0.842132373440938
2,2,0.336251916997421,-0.751345279619792
2,2,0.622338153416073,-0.578136902916546
2,2,0.770698398155944,-0.316640257229587
2,2,0.84275668907267,0.0431265292375024
3,2,0.796845336909642,0.372591903538015
3,2,0.620135178240722,0.61263265628592
3,2,0.280992765588243,0.833134282751618
3,2,0.0110728855033852,0.871352743430628
3,2,-0.317119179498847,0.803519209973699
3,2,-0.631841660235069,0.59298006566794
3,2,-0.75277007794327,0.310253923434338
3,2,-0.873726358962019,-0.0507820958153206
3,2,-0.790768020961205,-0.392268450899532
3,2,-0.608334090261205,-0.601165404713758
3,2,-0.319572328560849,-0.764111053459448
